Name,Title,gender,race,School,department
"Ni, Kang-Kuen",Morris Kahn Associate Professor of Chemistry and Chemical Biology and of Physics,F,Asian,FAS,PHY
"Park, Hongkun","Mark Hyman Jr. Professor of Chemistry, Professor of Physics",M,Asian,FAS,PHY
"Prentiss, Mara",Mallinckrodt Professor of Physics,F,White,FAS,PHY
"Randall, Lisa","Frank B. Baird, Jr. Professor of Science",F,White,FAS,PHY
"Reece, Matthew",Professor of Physics,M,White,FAS,PHY
"Sachdev, Subir",Herchel Smith Professor of Physics,M,White,FAS,PHY
"Samuel, Aravinthan",Professor of Physics,M,Asian,FAS,PHY
"Schwartz, Matthew",Professor of Physics,M,White,FAS,PHY
"Shapiro, Irwin",Timken University Professor,M,White,FAS,PHY
"Silvera, Isaac",Thomas D. Cabot Professor of the Natural Sciences,M,White,FAS,PHY
"Strominger, Andrew",Gwill E. York Professor of Physics,M,White,FAS,PHY
"Stubbs, Christopher",Samuel C. Moncher Professor of Physics and of Astronomy,M,White,FAS,PHY
"Vafa, Cumrun",Hollis Professor of Mathematicks and Natural Philosophy,M,White,FAS,PHY
"Vishwanath, Ashvin",Professor of Physics,M,Asian,FAS,PHY
"Weitz, David",Mallinckrodt Professor of Physics and of Applied Physics,M,White,FAS,PHY
"Westervelt, Robert",Mallinckrodt Professor of Applied Physics and of Physics,M,White,FAS,PHY
"Witkov, Carey",Preceptor in Physics,M,White,FAS,PHY
"Wu, Tai",Gordon McKay Professor of Applied Physics,M,Asian,FAS,PHY
"Xu, Suyang",Assistant Professor of Chemistry,M,Asian,FAS,PHY
"Yacoby, Amir",Professor of Physics and of Applied Physics,M,White,FAS,PHY
"Yin, Xi",Professor of Physics,M,Asian,FAS,PHY
"Yelin, Susanne",Senior Research Fellow,F,White,FAS,PHY
"Alvarez, George",Professor of Psychology,M,White,FAS,PSCH
"Banaji, Mahzarin",Richard Clarke Cabot Professor of Social Ethics,F,White,FAS,PSCH
"Buckholtz, Joshua",Associate Professor of Psychology,M,White,FAS,PSCH
"Buckner, Randy",Sosland Family Professor of Psychology and of Neuroscience,M,White,FAS,PSCH
"Caramazza, Alfonso",Daniel and Amy Starch Professor of Psychology,M,White,FAS,PSCH
"Carey, Susan","Henry A. Morss, Jr. and Elisabeth W. Morss Professor of Psychology",F,White,FAS,PSCH
"Cikara, Mina",Associate Professor of Psychology,F,White,FAS,PSCH
"Cushman, Fiery",John L. Loeb Associate Professor of the Social Sciences,M,White,FAS,PSCH
"Gershman, Samuel",Associate Professor of Psychology,M,White,FAS,PSCH
"Gilbert, Daniel",Edgar Pierce Professor of Psychology,M,White,FAS,PSCH
"Greene, Joshua",Professor of Psychology,M,White,FAS,PSCH
"Hooley, Jill",Professor of Psychology,F,White,FAS,PSCH
"Konkle, Talia",Assistant Professor of Psychology,F,White,FAS,PSCH
"Krasnow, Max",Associate Professor of Psychology,M,White,FAS,PSCH
"Langer, Ellen",Professor of Psychology,F,White,FAS,PSCH
"Mair, Patrick",Senior Lecturer on Psychology,M,White,FAS,PSCH
"McLaughlin, Katie",Assistant Professor of Psychology,F,White,FAS,PSCH
"McNally, Richard",Professor of Psychology,M,White,FAS,PSCH
"Mitchell, Jason",Professor of Psychology,M,White,FAS,PSCH
"Nock, Matthew",Edgar Pierce Professor of Psychology,M,White,FAS,PSCH
"Noll, Nicole",Senior Preceptor in Psychology,F,White,FAS,PSCH
"Phelps, Elizabeth",Pershing Square Professor of Human Neuroscience,F,White,FAS,PSCH
"Pinker, Steven",Johnstone Family Professor of Psychology,M,White,FAS,PSCH
"Schacter, Daniel","William R. Kenan, Jr. Professor of Psychology",M,White,FAS,PSCH
"Sidanius, James",John Lindsley Professor of Psychology in Memory of William James and of African and African American Studies,M,African American,FAS,PSCH
"Snedeker, Jesse",Professor of Psychology,F,White,FAS,PSCH
"Somerville, Leah",Professor of Psychology,F,White,FAS,PSCH
"Spelke, Elizabeth",Marshall L. Berkman Professor of Psychology,F,White,FAS,PSCH
"Ullman, Tomer",Assistant Professor of Psychology,M,White,FAS,PSCH
"Weisz, John",Professor of Psychology,M,White,FAS,PSCH
"Asani, Ali",Professor of Indo-Muslim and Islamic Religion and Cultures,M,Asian,FAS,RELI
"Boylston, Nicholas",Lecturer on the Study of Religion,M,White,FAS,RELI
"Brekus, Catherine",Charles Warren Professor of the History of Religion in America,F,White,FAS,RELI
"Eck, Diana",Fredric Wertham Professor of Law and Psychiatry in Society,F,White,FAS,RELI
"Patil, Parimal",Professor of Religion and Indian Philosophy,M,Asian,FAS,RELI
"Holland, David",John A. Bartlett Professor of New England Church History,M,White,FAS,RELI
"Abe, Ryuichi",Reischauer Institute Professor of Japanese Religions,M,Asian,FAS,RELI
"Ahmed, Leila",Victor S. Thomas Professor of Divinity,F,Asian,FAS,RELI
"Bazzana, Giovanni",Professor of New Testament,M,White,FAS,RELI
"Braude, Ann",Senior Lecturer on American Religious History and Director of the Women's Studies in Religion Program,F,White,FAS,RELI
"Carrasco, David",Neil L. Rudenstine Professor for the Study of Latin America,M,White,FAS,RELI
"Clooney, Francis",Parkman Professor of Divinity and Professor of Comparative Theology,M,White,FAS,RELI
"Cohen, Shaye",Nathan Littauer Professor of Hebrew Literature and Philosophy,M,White,FAS,RELI
"Engell, James",Gurney Professor of English Literature and Professor of Comparative Literature,M,White,FAS,RELI
"Fiorenza, Francis",Charles Chauncey Stillman Professor of Roman Catholic Theological Studies,M,White,FAS,RELI
"Giron, Luis",Professor of Romance Languages and Literatures and of Comparative Literature,M,White,FAS,RELI
"Gyatso, Janet",Hershey Professor of Buddhist Studies,F,Asian,FAS,RELI
"Hallisey, Charles",Yehan Numata Senior Lecturer on Buddhist Literatures,M,White,FAS,RELI
"Hamburger, Jeffrey",Kuno Francke Professor of German Art and Culture,M,White,FAS,RELI
"Hardacre, Helen",Reischauer Institute Professor of Japanese Religions and Society,F,White,FAS,RELI
"Harris, Jay",Harry Austryn Wolfson Professor of Jewish Studies,M,White,FAS,RELI
"Hempton, David","Dean of the Faculty of Divinity, Alonzo L. McDonald Family Professor of Evangelical Theological Studies",M,White,FAS,RELI
"Higginbotham, Evelyn",Victor S. Thomas Professor of History and of African and African American Studies,F,African American,FAS,RELI
"Hollywood, Amy",Elizabeth H. Monrad Professor of Christian Studies,F,White,FAS,RELI
"Johansen, Baber",Professor of Islamic Religious Studies,M,White,FAS,RELI
"Jordan, Mark",Andrew W. Mellon Professor of Christian Thought,M,White,FAS,RELI
"Kane, Ousmane Oumar",Prince Alwaleed Bin Talal Professor of Contemporary Islamic Religion and Society (HDS) Professor of Near Eastern Languages and Civilizations ,M,African American,FAS,RELI
"King, Karen",Hollis Professor of Divinity,F,White,FAS,RELI
"Kirakosian, Racha",Associate Professor of German and the Study of Religion,F,White,FAS,RELI
"Kleinman, Arthur","Esther and Sidney Rabb Professor of Anthropology in the Faculty of Arts and Sciences,",M,White,FAS,RELI
"Kloppenberg, James",Harvard College Professor and David Woods Kemper '41 Professor of American History,M,White,FAS,RELI
"van der Kuijp, Leonard",Professor of Tibetan and Himalayan Studies,M,White,FAS,RELI
"Lamberth, Courtney Bickel",Lecturer in the Study of Religion,F,White,FAS,RELI
"Lamberth, David",Professor of Philosophy and Theology,M,White,FAS,RELI
"Levenson, Jon",Albert A. List Professor of Jewish Studies,M,White,FAS,RELI
"Machinist, Peter",Hancock Professor of Hebrew and Other Oriental Languages,M,White,FAS,RELI
"Madigan, Kevin",Winn Professor of Ecclesiastical History,M,White,FAS,RELI
"McKanan, Dan",Ralph Waldo Emerson Unitarian Universalist Association Senior Lecturer in Divinity,M,White,FAS,RELI
"Olupona, Jacob",Professor of African and African American Studies in the Faculty of Arts and Sciences,M,African American,FAS,RELI
"Patton, Kimberley",Professor of the Comparative and Historical Study of Religion,F,White,FAS,RELI
"Paulsell, Stephanie",Houghton Professor of the Practice of Ministry Studies,F,White,FAS,RELI
"Potts, Matthew",Associate Professor of Religion and Literature and of Ministry Studies,M,White,FAS,RELI
"Puett, Michael",Professor of Chinese History,M,White,FAS,RELI
"Rivera, Mayra",Professor of Religion and Latina/o Studies,F,White,FAS,RELI
"Robson, James",Professor of EALC,M,White,FAS,RELI
"Sanchez, Michelle",Assistant Professor of Theology,F,White,FAS,RELI
"Schussler Fiorenza, Elisabeth",Krister Stendahl Professor of Divinity,F,White,FAS,RELI
"Stand, Charles",Professor of Early Christian thought,M,White,FAS,RELI
"Teeter, Andrew",Professor of Hebrew Bible,M,White,FAS,RELI
"Thomas, Todne",Assistance Professor of African American Religions,F,African American,FAS,RELI
"Watson, Nicholas",Henry B. and Anne M. Cabot Professor of English Literature,M,White,FAS,RELI
"Zeghal, Malika",Prince Alwaleed Bin Talal Professor in Contemporary Islamic Thought and Life,F,White,FAS,RELI
"Aguirre-Oteiza, Daniel",Associate Professor of Romance Languages and Literatures,M,White,FAS,ROMANCE
"Beizer, Janet",C. Douglas Dillon Professor of the Civilization of France,F,White,FAS,ROMANCE
"Blackmore, Josiah",Nancy Clark Smith Professor of the Language and Literature of Portugal,M,White,FAS,ROMANCE
"Camozzi Pistoja, Ambrogio",Assistant Professor of Romance Languages and Literatures,M,White,FAS,ROMANCE
"Carvalho, Bruno",Professor of Romance Languages and Literatures,M,White,FAS,ROMANCE
"Chalhoub, Sidney","Affiliate Professor, Department of Romance Languages and Literatures (Portuguese)",M,White,FAS,ROMANCE
"Conley, Tom",Abbott Lawrence Lowell Professor of Romance Languages and Literatures and of Visual and Environmental Studies,M,White,FAS,ROMANCE
"Cruz, Benedict",Preceptor in Romance Languages and Literatures,M,White,FAS,ROMANCE
"DiFabio, Elvira",Senior Preceptor in Romance Languages and Literatures,F,White,FAS,ROMANCE
"Erspamer, Francesco",Professor of Romance Languages and Literatures,M,White,FAS,ROMANCE
"Garcia Pena, Lorgia",Roy G. Clouse Associate Professor of Romance Languages and Literatures and of History and Literature,F,White,FAS,ROMANCE
"Giron, Luis",Professor of Romance Languages and Literatures (Spanish) and of Comparative Literature,M,White,FAS,ROMANCE
"Gontijo, Viviane",Senior Preceptor in Romance Languages and Literatures,F,White,FAS,ROMANCE
"Greene, Virginie",Professor of Romance Languages and Literatures,F,White,FAS,ROMANCE
"Gutierrez, Adriana",Senior Preceptor in Romance Languages and Literatures,F,White,FAS,ROMANCE
"Guyot, Sylvaine",Professor of Romance Languages and Literatures,F,White,FAS,ROMANCE
"Jardine, Alice","Professor of Romance Languages and Literatures and of Studies of Women, Gender, and Sexuality",F,White,FAS,ROMANCE
"Kim, Annabel",Assistant Professor of Romance Languages and Literatures,F,Asian,FAS,ROMANCE
"Knudson, Ericka",Preceptor in Romance Languages and Literatures,F,White,FAS,ROMANCE
"Liander, Johanna",Senior Preceptor in Romance Languages and Literatures,F,White,FAS,ROMANCE
"Lionnet, Francoise","Professor of Romance Languages and Literatures, of Comparative Literature, and of African and African American Studies in Residence",F,White,FAS,ROMANCE
"Mills, Nicole",Senior Preceptor in Romance Languages and Literatures,F,White,FAS,ROMANCE
"Parra-Velasco, Maria",Senior Preceptor in Romance Languages and Literatures,F,White,FAS,ROMANCE
"Rivera, Mayra","The Andrew W. Mellon Professor of Religion and Latinx Studies (HDS), Professor of Romance Languages and Literatures, and Chair of the Standing Committee on Ethnicity Migration Rights in FAS",F,White,FAS,ROMANCE
"Schnapp, Jeffrey",Carl A. Pescosolido Professor of Romance Languages and Literatures and of Comparative Literature,M,White,FAS,ROMANCE
"Siskind, Mariano",Smith Professor of the French and Spanish Languages and Literatures,M,White,FAS,ROMANCE
"Sommer, Doris","Ira Jewell Williams, Jr. Professor of Romance Languages and Literatures and of African and African American Studies",F,White,FAS,ROMANCE
"Sorensen, Diana",James F. Rothenberg Professor of Romance Languages and Literatures and of Comparative Literature,F,White,FAS,ROMANCE
"Turman, Karen",Preceptor in Romance Languages and Literatures,F,White,FAS,ROMANCE
"Vega-Duran, Raquel",Senior Lecturer in Peninsular and Transatlantic Film and Literature,F,White,FAS,ROMANCE
"Baranczak, Anna",Preceptor in Slavic Languages and Literatures,F,White,FAS,SLAV
"Bolton, Jonathan",Professor of Slavic Languages and Literatures,M,White,FAS,SLAV
"Buckler, Julie",Samuel Hazzard Cross Professor of Slavic Languages and Literatures,F,White,FAS,SLAV
"Chirkov, Natalia",Preceptor in Slavic Languages and Literatures,F,White,FAS,SLAV
"Clancy, Steven",Senior Lecturer on Slavic Languages and Literatures and Director of the Slavic Language Program,M,White,FAS,SLAV
"Dibrova, Volodymyr",Preceptor in Slavic Languages and Literatures,M,White,FAS,SLAV
"Egorova, Veronika","Preceptor, Senior (Faculty)",F,White,FAS,SLAV
"Flier, Michael",Oleksandr Potebnja Professor of Ukrainian Philology,M,White,FAS,SLAV
"Grabowicz, George",Dmytro Cyzevs'kyj Professor of Ukrainian Literature,M,White,FAS,SLAV
"Khitrova, Daria",Associate Professor of Slavic Languages and Literatures,F,White,FAS,SLAV
"Kremer, Aleksandra",Assistant Professor of Slavic Languages and Literatures,F,White,FAS,SLAV
"Kuzmic, Tatiana",Preceptor,F,White,FAS,SLAV
"Pokrovsky, Natalia",Preceptor in Slavic Languages and Literatures,F,White,FAS,SLAV
"Sandler, Stephanie",Ernest E. Monrad Professor of Slavic Languages and Literatures,F,White,FAS,SLAV
"Tuckerova, Veronika",Preceptor in Slavic Languages and Literatures,F,White,FAS,SLAV
"Weir, Justin",Curt Hugo Reisinger Professor of Slavic Languages and Literatures and of Comparative Literature,M,White,FAS,SLAV
"Adatto, Kiku",Lecturer on Social Studies,F,White,FAS,SOCSTUD
"Aladjem, Terry",Lecturer on Social Studies,M,White,FAS,SOCSTUD
"Bassett, Anya",Senior Lecturer on Social Studies,F,White,FAS,SOCSTUD
"Berrbohm, Eric","Chair of Committee on Degrees in Social Studies, Professor of Government",M,White,FAS,SOCSTUD
"Bernstein, Anya",John L. Loeb Associate Professor of the Social Sciences,F,White,FAS,SOCSTUD
"Bok, Kenzie",Lecturer on Social Studies,F,White,FAS,SOCSTUD
"Brandel, Andrew",Lecturer on Social Studies,M,White,FAS,SOCSTUD
"Callaway, Hannah",Lecturer on Social Studies,M,White,FAS,SOCSTUD
"Hansen, Jonathan",Senior Lecturer on Social Studies,M,White,FAS,SOCSTUD
"Eller, Christina",Assistant Professor of Sociology and Social Studies,F,White,FAS,SOCSTUD
"Clavey, Charles",Lecturer on Social Studies,M,White,FAS,SOCSTUD
"Finger, Leslie",Lecturer on Social Studies and Government,F,White,FAS,SOCSTUD
"Forrester, Katrina",Assistant Professor of Government and Social Studies,F,White,FAS,SOCSTUD
"Gray, Sean",Lecturer on Social Studies,M,White,FAS,SOCSTUD
"Jusionyte, Ieva",Assistant Professor of Anthropology and Social Studies,F,White,FAS,SOCSTUD
"Kearney, Matthew",Lecturer on Social Studies,M,White,FAS,SOCSTUD
"Keilson, Ana Isabel",Lecturer on Social Studies,F,White,FAS,SOCSTUD
"Lebow, David",Lecturer on Social Studes,M,White,FAS,SOCSTUD
"Maione, Angela",Lecturer on Social Studies,F,White,FAS,SOCSTUD
"Newendorp, Nicole",Lecturer on Social Studies,F,White,FAS,SOCSTUD
"Prevelakis, Nicolas",Lecturer on Social Studies,M,White,FAS,SOCSTUD
"Reynolds, Justin",Lecturer on Social Studies,M,White,FAS,SOCSTUD
"Rosen, Tracey",Lecturer on Social Studies,F,White,FAS,SOCSTUD
"Sandel, Adam",Lecturer on Social Studies,M,White,FAS,SOCSTUD
"Siegman, Jeremy",Lecturer on Social Studies,M,White,FAS,SOCSTUD
"Talbert, Bonnie",Lecturer on Social Studies,F,White,FAS,SOCSTUD
"Terry, Brandon",Assistant Professor of African and African American Studies and Social Studies,M,African American,FAS,SOCSTUD
"Tontiplaphol, Don",Preceptor in Social Studies,M,White,FAS,SOCSTUD
"Usmani, Adaner",Assistant Professor of Sociology and Social Studies,M,Asian,FAS,SOCSTUD
"Wagner, Rosemarie",Lecturer on Social Studies,F,White,FAS,SOCSTUD
"Amrith, Sunil",Mehra Family Professor of South Asian Studies,M,Asian,FAS,SOCSTUD
"Armitage, David",Lloyd C. Blankfein Professor of History,M,White,FAS,SOCSTUD
"Camaroff, Jean",Alfred North Whitehead Professor of African and African American Studies and of Anthropology,F,White,FAS,SOCSTUD
"Cooper, Richard",Maurits C. Boas Professor of International Economics,M,White,FAS,SOCSTUD
"Gordon, Peter",Amabel B. James Professor of History,M,White,FAS,SOCSTUD
"Hagopian, Frances",Jorge Paulo Lemann Senior Lecturer on Government,F,White,FAS,SOCSTUD
"Hall, Peter",Krupp Foundation Professor of European Studies,M,White,FAS,SOCSTUD
"Kloppenberg, James",Charles Warren Professor of American History,M,White,FAS,SOCSTUD
"Levitsky, Steven",Professor of Government,M,White,FAS,SOCSTUD
"Marsden, Peter",Edith and Benjamin Geisinger Professor of Sociology,M,White,FAS,SOCSTUD
"Rosen, Michael",Professor of Government,M,White,FAS,SOCSTUD
"Rothschild, Emma",Jeremy and Jane Knowles Professor of History,F,White,FAS,SOCSTUD
"Sandel, Michael",Anne T. and Robert M. Bass Professor of Government,M,White,FAS,SOCSTUD
"Shelby, Tommie",Caldwell Titcomb Professor of African and African American Studies and of Philosophy,M,African American,FAS,SOCSTUD
"Tuck, Richard",Frank G. Thomson Professor of Government,M,White,FAS,SOCSTUD
"Winship, Christopher",Diker-Tishman Professor of Sociology,M,White,FAS,SOCSTUD
"Ziblatt, Daniel",Professor of Government,M,White,FAS,SOCSTUD
"Beckfield, Jason",Professor of Sociology,M,White,FAS,SOCIO
"Bobo, Lawrence",W.E.B. Du Bois Professor of the Social Sciences,M,African American,FAS,SOCIO
"Bonikowski, Bart",Associate Professor of Sociology,M,White,FAS,SOCIO
"Brinton, Mary",Reischauer Institute Professor of Sociology,F,White,FAS,SOCIO
"Chang, Paul",Associate Professor of Sociology,M,Asian,FAS,SOCIO
"Ciocca Eller, Christina",Assistant Professor of Sociology and Social Studies,F,White,FAS,SOCIO
"Dobbin, Frank",Henry Ford II Professor of the Social Sciences,M,White,FAS,SOCIO
"Khurana, Rakesh",Marvin Bower Professor of Leadership Development,M,Asian,FAS,SOCIO
"Killewald, Alexandra",Professor of Sociology,F,White,FAS,SOCIO
"Lamont, Michele",Robert I. Goldman Professor of European Studies and Professor of Sociology and of African and African American Studies,F,White,FAS,SOCIO
"Legewie, Joscha",Assistant Professor of Sociology,M,White,FAS,SOCIO
"Lei, Ya-Wen",Assistant Professor of Sociology,F,Asian,FAS,SOCIO
"Marsden, Peter",Edith and Benjamin Geisinger Professor of Sociology,M,White,FAS,SOCIO
"Monk, Ellis",Assistant Professor of Sociology,M,African American,FAS,SOCIO
"Patterson, Orlando",John Cowles Professor of Sociology,M,African American,FAS,SOCIO
"Sampson, Robert",Henry Ford II Professor of the Social Sciences,M,White,FAS,SOCIO
